,Author_Name,Title,Author_URL,App_Version,Rating,Review,Date,text,Clean_Review,Sentiment_Score,Sentiment,entities
310,Michelb210,Over charged multiple times,https://itunes.apple.com/us/reviews/id222756389,3.431.10001,2,"I was charged twice for a trip, and it overcharged my bank Acct, it gave me the option to switch payments types, so it took the money from the new payment & still hasn’t refund my overdrawn Acct.  They owe me over $51 dollars, in total I was charged $75 for a $24 dollar trip",2020-11-20 22:13:00,"Over charged multiple times I was charged twice for a trip, and it overcharged my bank Acct, it gave me the option to switch payments types, so it took the money from the new payment & still hasn’t refund my overdrawn Acct.  They owe me over $51 dollars, in total I was charged $75 for a $24 dollar trip",charg multipl time charg twice trip overcharg bank acct gave option switch payment type took money new payment still refund overdrawn acct owe dollar total charg dollar trip,0.0,Neutral,[]
80,Bogey me,Completely broken,https://itunes.apple.com/us/reviews/id147774632,3.431.10001,1,"Ubers app is impossible to log into, i have been locked out of it since 2017 and have switched to lyft for that reason. I have heard similar experiences from others. Tried resetting the password multiple times and it still tells me its wrong. Literal garbage",2020-11-20 22:34:00,"Completely broken Ubers app is impossible to log into, i have been locked out of it since 2017 and have switched to lyft for that reason. I have heard similar experiences from others. Tried resetting the password multiple times and it still tells me its wrong. Literal garbage",complet broken uber app imposs log lock sinc switch lyft reason heard similar experi other tri reset password multipl time still tell wrong liter garbag,-0.8074,Negative,[]
462,uuffdtyfiicy,Best Uber ride ever,https://itunes.apple.com/us/reviews/id1072427371,3.431.10001,5,This the best Uber ride of my life you need to promote hector,2020-11-21 00:13:00,Best Uber ride ever This the best Uber ride of my life you need to promote hector,best uber ride ever best uber ride life need promot hector,0.8646,Positive,[]
72,benjovt,Uber is a parasitic business,https://itunes.apple.com/us/reviews/id1146848891,3.431.10001,1,"Last month California voters passed Prop 22, safeguarding the right of gig economy companies to misclassify their workers as contractors and pay them sub-minimum wages, withhold benefits, evade payroll and unemployment taxes, etc.

Uber/Lyft spent $200m to secure that win.

As Prop 22's promoters remind us: Gig work is the new unemployment benefit: it's a private-sector jobs guarantee, work you can get at the tap of your screen. It's a perfect labor market – workers effectively bid to offer the best price to perform servant work for others.

The more workers there are, and the more desperate their situation is, the lower the payments go. A lot of those savings are siphoned off by the (money-losing, stock-soaring) gig companies, but some of it is passed onto customers.

This is by design.",2020-11-21 01:19:00,"Uber is a parasitic business Last month California voters passed Prop 22, safeguarding the right of gig economy companies to misclassify their workers as contractors and pay them sub-minimum wages, withhold benefits, evade payroll and unemployment taxes, etc.

Uber/Lyft spent $200m to secure that win.

As Prop 22's promoters remind us: Gig work is the new unemployment benefit: it's a private-sector jobs guarantee, work you can get at the tap of your screen. It's a perfect labor market – workers effectively bid to offer the best price to perform servant work for others.

The more workers there are, and the more desperate their situation is, the lower the payments go. A lot of those savings are siphoned off by the (money-losing, stock-soaring) gig companies, but some of it is passed onto customers.

This is by design.",uber parasit busi last month california voter pas prop safeguard right gig economi compani misclassifi worker contractor pay sub minimum wage withhold benefit evad payrol unemploy tax etc uber lyft spent secur win prop promot remind u gig work new unemploy benefit privat sector job guarante work get tap screen perfect labor market worker effect bid offer best price perform servant work other worker desper situat lower payment go lot save siphon money lose stock soar gig compani pas onto custom design,0.9595,Positive,"[('last month', 'DATE'), ('california', 'GPE'), ('compani misclassifi', 'PERSON'), ('compani pas', 'ORG')]"
140,eh Q,Garbage,https://itunes.apple.com/us/reviews/id154474603,3.431.10001,1,Trip details don’t show up.,2020-11-21 05:01:00,Garbage Trip details don’t show up.,garbag trip detail show,-0.4588,Negative,"[('garbag trip', 'ORG')]"
287,MAEmusic,Payment bug for 2 weeks,https://itunes.apple.com/us/reviews/id281108804,3.431.10001,1,For the last 2 weeks I can’t make a payment on Uber eats. It’s won’t accept any of my payment methods or cards even tho they work elsewhere. Taking my business elsewhere 2 weeks in a row cause I also can’t find out how to report this bug. Smh. Really really frustrating and waste of my time.,2020-11-21 05:33:00,Payment bug for 2 weeks For the last 2 weeks I can’t make a payment on Uber eats. It’s won’t accept any of my payment methods or cards even tho they work elsewhere. Taking my business elsewhere 2 weeks in a row cause I also can’t find out how to report this bug. Smh. Really really frustrating and waste of my time.,payment bug week last week make payment uber eat accept payment method card even tho work elsewher take busi elsewher week row caus also find report bug smh realli realli frustrat wast time,-0.7522,Negative,"[('week last week', 'DATE'), ('elsewher week row', 'DATE')]"
169,Golden32,Scheduled confirmation,https://itunes.apple.com/us/reviews/id35559395,3.431.10001,2,You shouldn’t get a confirmation of a scheduled ride if there are no cars available. I confirmed a ride to the airport and it wasn’t until the car should have been there that it told me there wasn’t anyone available.,2020-11-21 10:33:00,Scheduled confirmation You shouldn’t get a confirmation of a scheduled ride if there are no cars available. I confirmed a ride to the airport and it wasn’t until the car should have been there that it told me there wasn’t anyone available.,schedul confirm get confirm schedul ride car avail confirm ride airport car told anyon avail,-0.4019,Negative,[]
405,Sofie29,Not downloading poor customer service,https://itunes.apple.com/us/reviews/id3215860,3.431.10001,1,"Received voucher.  Added to my account.  Suddenly no rides available in my area!  Deleted app, then tried to download again but now saying there is a billing issue and can’t download the app!  No customer service to help either!  Very frustrating and disappointing!",2020-11-21 18:17:00,"Not downloading poor customer service Received voucher.  Added to my account.  Suddenly no rides available in my area!  Deleted app, then tried to download again but now saying there is a billing issue and can’t download the app!  No customer service to help either!  Very frustrating and disappointing!",download poor custom servic receiv voucher ad account sudden ride avail area delet app tri download say bill issu download app custom servic help either frustrat disappoint,-0.7351,Negative,"[('app custom servic', 'ORG')]"
257,landaverde2,Tarifas,https://itunes.apple.com/us/reviews/id420220343,3.431.10001,1,"Revisen su estado de cuenta cada que hagan un viaje que les cobrarán doble. 
Esto pasa constantemente en monterrey nl Mexico.",2020-11-21 19:20:00,"Tarifas Revisen su estado de cuenta cada que hagan un viaje que les cobrarán doble. 
Esto pasa constantemente en monterrey nl Mexico.",tarifa revisen su estado de cuenta cada que hagan un viaj que le cobrar n dobl esto pasa constantement en monterrey nl mexico,0.0,Neutral,"[('tarifa revisen su estado de cuenta cada que', 'PERSON'), ('un', 'ORG'), ('que le cobrar n dobl esto', 'ORG'), ('monterrey', 'GPE'), ('mexico', 'GPE')]"
64,Baba Aydinda,A22Hole drives ever.,https://itunes.apple.com/us/reviews/id665052589,3.431.10001,1,I had more than 20 rides on uber and sexually harassed many times by female and male drivers. That sounds ridiculous. And some drivers was smelling alcohol.,2020-11-21 19:56:00,A22Hole drives ever. I had more than 20 rides on uber and sexually harassed many times by female and male drivers. That sounds ridiculous. And some drivers was smelling alcohol.,drive ever ride uber sexual harass mani time femal male driver sound ridicul driver smell alcohol,-0.7951,Negative,[]
365,psychomantix1,Logging in was an issue,https://itunes.apple.com/us/reviews/id1231298439,3.431.10001,1,20 steps just to log in no longer have the same debit card # or cell # said forget it downloaded Lyft instead,2020-11-21 21:50:00,Logging in was an issue 20 steps just to log in no longer have the same debit card # or cell # said forget it downloaded Lyft instead,log issu step log longer debit card cell said forget download lyft instead,-0.2263,Negative,[]
252,ktdilsiz,Promotions are fake,https://itunes.apple.com/us/reviews/id499879268,3.431.10001,1,"I got a promotion code 1 hour ago. I clicked the link in the email. It took me to Uber. I entered the promotion code in the email. It said ""the promotion code expired"". This is the third time this happened. I'm sick of these fake emails and how Uber tries to trick me.",2020-11-21 23:25:00,"Promotions are fake I got a promotion code 1 hour ago. I clicked the link in the email. It took me to Uber. I entered the promotion code in the email. It said ""the promotion code expired"". This is the third time this happened. I'm sick of these fake emails and how Uber tries to trick me.",promot fake got promot code hour ago click link email took uber enter promot code email said promot code expir third time happen sick fake email uber tri trick,-0.8744,Negative,"[('third', 'ORDINAL')]"
465,vasilii shlapko,Quality service,https://itunes.apple.com/us/reviews/id1096352070,3.431.10001,1,No support,2020-11-22 01:54:00,Quality service No support,qualiti servic support,0.4019,Positive,"[('qualiti servic', 'ORG')]"
305,Memimua,Ripped off,https://itunes.apple.com/us/reviews/id298109284,3.431.10001,1,"I purchased two online gift cards that never arrived. There charge cleared on my credit card but never received the gift cards. Customer service has been giving me unrelated responses and they keep asking me to explain my problem over and over and over, but will not refund the charges or send the gift cards. Very poor customer service. I feel like they stole my money.",2020-11-22 05:18:00,"Ripped off I purchased two online gift cards that never arrived. There charge cleared on my credit card but never received the gift cards. Customer service has been giving me unrelated responses and they keep asking me to explain my problem over and over and over, but will not refund the charges or send the gift cards. Very poor customer service. I feel like they stole my money.",rip purchas two onlin gift card never arriv charg clear credit card never receiv gift card custom servic give unrel respons keep ask explain problem refund charg send gift card poor custom servic feel like stole money,0.1306,Positive,"[('two', 'CARDINAL')]"
86,Buscon en Utah,Ridiculous waiting times in Puerto Vallarta,https://itunes.apple.com/us/reviews/id43712723,3.431.10001,1,"Only ride with Uber in Puerto Vallarta, Mexico, if you’re willing to wait for your ride for 15 minutes or risk your ride being cancelled after waiting for 10 minutes and then have the cancelation blamed and sometimes charged on you.
Worst service in Mexico I’ve have ever experienced... not even their Informal competitor (inDriver) is this unprofessional. 
Be prepared for spam on your phone with fake offers, promising up to 25% off... 
I now only use Uber when I’m truly offered a discount, have time to spare and as a last resort.
All of the above is what I have found after riding in Puerto Vallarta with Uber for a year... Now I prefer using their cheaper competitor. Why pay more for Uber and their inferior service?
Be well informed of your options when traveling to Puerto Vallarta in Mexico.",2020-11-22 05:32:00,"Ridiculous waiting times in Puerto Vallarta Only ride with Uber in Puerto Vallarta, Mexico, if you’re willing to wait for your ride for 15 minutes or risk your ride being cancelled after waiting for 10 minutes and then have the cancelation blamed and sometimes charged on you.
Worst service in Mexico I’ve have ever experienced... not even their Informal competitor (inDriver) is this unprofessional. 
Be prepared for spam on your phone with fake offers, promising up to 25% off... 
I now only use Uber when I’m truly offered a discount, have time to spare and as a last resort.
All of the above is what I have found after riding in Puerto Vallarta with Uber for a year... Now I prefer using their cheaper competitor. Why pay more for Uber and their inferior service?
Be well informed of your options when traveling to Puerto Vallarta in Mexico.",ridicul wait time puerto vallarta ride uber puerto vallarta mexico will wait ride minut risk ride cancel wait minut cancel blame sometim charg worst servic mexico ever experienc even inform competitor indriv unprofession prepar spam phone fake offer promis use uber truli offer discount time spare last resort found ride puerto vallarta uber year prefer use cheaper competitor pay uber inferior servic well inform option travel puerto vallarta mexico,-0.9663,Negative,"[('puerto vallarta mexico', 'GPE'), ('servic', 'NORP'), ('mexico', 'GPE'), ('puerto vallarta uber year', 'EVENT'), ('puerto', 'GPE'), ('vallarta mexico', 'ORG')]"
160,G3n3J0n35$&@,what the heck,https://itunes.apple.com/us/reviews/id1217407392,3.431.10001,1,This app just keeps randomly stealing my money. this past year has been hell. the worst bugs in the world. or maybe y’all have this do this on purpose. I know for a fact it’s illegal,2020-11-22 07:54:00,what the heck This app just keeps randomly stealing my money. this past year has been hell. the worst bugs in the world. or maybe y’all have this do this on purpose. I know for a fact it’s illegal,heck app keep random steal money past year hell worst bug world mayb purpos know fact illeg,-0.9382,Negative,"[('past year', 'DATE')]"
436,Tisthetime,Scammed,https://itunes.apple.com/us/reviews/id1231491213,3.431.10001,1,Recently scammed through Uber and regret it after first use I will take this further!,2020-11-22 12:33:00,Scammed Recently scammed through Uber and regret it after first use I will take this further!,scam recent scam uber regret first use take,-0.8883,Negative,"[('first', 'ORDINAL')]"
427,thatgiirl.a,uber cash does not work !,https://itunes.apple.com/us/reviews/id1199438979,3.431.10001,1,"i put $60 on a uber card i added the gift card to my account i go to request a ride and it says payment invalid and to add another card i try to add another card it says payment invalid and tells me to enter ANOTHER card i try 3 times i ran out of cards , i can’t transfer the uber cash to another account so therefor i wasted $60 on this bullsh*t app i want my money back i will never be using uber again",2020-11-22 16:34:00,"uber cash does not work ! i put $60 on a uber card i added the gift card to my account i go to request a ride and it says payment invalid and to add another card i try to add another card it says payment invalid and tells me to enter ANOTHER card i try 3 times i ran out of cards , i can’t transfer the uber cash to another account so therefor i wasted $60 on this bullsh*t app i want my money back i will never be using uber again",uber cash work put uber card ad gift card account go request ride say payment invalid add anoth card tri add anoth card say payment invalid tell enter anoth card tri time ran card transfer uber cash anoth account therefor wast bullsh app want money back never use uber,0.5945,Positive,[]
275,Longtime uber user,Great but one thing....,https://itunes.apple.com/us/reviews/id486887695,3.431.10001,4,"Used to be 5 stars, now 4. Had someone cancel a trip on me (never saw them), and got a response from Uber that said “Your driver said you were not wearing a face cover or mask”
First off, no one ever showed up.
Second, I was wearing an n95 mask...
Third, there is no way to let Uber know that I was wearing a mask... sounds like a loophole in the app. I’m guessing the real reason they cancelled was because they didn’t want to drive me to the airport (which is fine), but Uber, please don’t send me a long email lecturing me on wearing a mask, when I was, and then not give me a way to dispute it. Otherwise, app is 5/5!",2020-11-22 16:44:00,"Great but one thing.... Used to be 5 stars, now 4. Had someone cancel a trip on me (never saw them), and got a response from Uber that said “Your driver said you were not wearing a face cover or mask”
First off, no one ever showed up.
Second, I was wearing an n95 mask...
Third, there is no way to let Uber know that I was wearing a mask... sounds like a loophole in the app. I’m guessing the real reason they cancelled was because they didn’t want to drive me to the airport (which is fine), but Uber, please don’t send me a long email lecturing me on wearing a mask, when I was, and then not give me a way to dispute it. Otherwise, app is 5/5!",great one thing use star someon cancel trip never saw got respons uber said driver said wear face cover mask first one ever show second wear mask third way let uber know wear mask sound like loophol app guess real reason cancel want drive airport fine uber plea send long email lectur wear mask give way disput otherwis app,0.6908,Positive,"[('one', 'CARDINAL'), ('first', 'ORDINAL'), ('second', 'ORDINAL'), ('third', 'ORDINAL')]"
464,VanJMad,TERRIBLE CUSTOMER SERVICE,https://itunes.apple.com/us/reviews/id656776004,3.431.10001,1,I was charged a fee to my card that I didn’t authorize and they did nothing to help me fix this. Their customer service needs to get better. They don’t even deserve 1 star. Worst experience ever. Will not ever download this app or use anything relating to Uber again.,2020-11-22 17:34:00,TERRIBLE CUSTOMER SERVICE I was charged a fee to my card that I didn’t authorize and they did nothing to help me fix this. Their customer service needs to get better. They don’t even deserve 1 star. Worst experience ever. Will not ever download this app or use anything relating to Uber again.,terribl custom servic charg fee card author noth help fix custom servic need get better even deserv star worst experi ever ever download app use anyth relat uber,-0.3818,Negative,"[('terribl custom servic', 'PERSON')]"
16,5th_Ave,Offering 3x 4x & 5x prices. WhAAAT?,https://itunes.apple.com/us/reviews/id111368792,3.431.10001,1,Offering an original rate like $10-$12 but then offers rides for $20-$30-$40 while you wait to get confirmation for original rate. In 5-7 minutes the app just cancel ls the entire ride. Ordered lyft with no problems.,2020-11-22 23:18:00,Offering 3x 4x & 5x prices. WhAAAT? Offering an original rate like $10-$12 but then offers rides for $20-$30-$40 while you wait to get confirmation for original rate. In 5-7 minutes the app just cancel ls the entire ride. Ordered lyft with no problems.,offer price whaaat offer origin rate like offer ride wait get confirm origin rate minut app cancel l entir ride order lyft problem,0.0258,Positive,[]
358,Pioit08,UBER,https://itunes.apple.com/us/reviews/id461309368,3.431.10001,5,UBBBBEEREE!!!!!,2020-11-23 02:33:00,UBER UBBBBEEREE!!!!!,uber ubbbbeere,0.0,Neutral,"[('uber', 'ORG')]"
474,we345.,Ridiculous,https://itunes.apple.com/us/reviews/id1231783085,3.431.10001,1,I was running late for work so I need a ride ASAP. I went to Uber trying to get a ride but the closest one was 20 minutes away but the ride was only 16 dollars. When I tried to cancel the trip Uber wanted to charge me 20 dollars!! 20 dollars was more than the trip was worth. I’m very upset about this and I’m deleteing the app,2020-11-23 11:14:00,Ridiculous I was running late for work so I need a ride ASAP. I went to Uber trying to get a ride but the closest one was 20 minutes away but the ride was only 16 dollars. When I tried to cancel the trip Uber wanted to charge me 20 dollars!! 20 dollars was more than the trip was worth. I’m very upset about this and I’m deleteing the app,ridicul run late work need ride asap went uber tri get ride closest one minut away ride dollar tri cancel trip uber want charg dollar dollar trip worth upset delet app,-0.5868,Negative,"[('delet app', 'PERSON')]"
379,rickgonzg43,Very unhappy,https://itunes.apple.com/us/reviews/id355554742,3.431.10001,1,It happened to me twice I ordered something ant the driver only brought me one peace of my entire meal it was chicken a rice they only gave me chicken an when I reached out to Uber it took them a week to response so I didn’t eat that night and of my $28 order they would only give me $3 back and refused to give me my full refund I will not use them again customers are not the priority and they could care less and wouldn’t help any further very disappointed,2020-11-23 14:20:00,Very unhappy It happened to me twice I ordered something ant the driver only brought me one peace of my entire meal it was chicken a rice they only gave me chicken an when I reached out to Uber it took them a week to response so I didn’t eat that night and of my $28 order they would only give me $3 back and refused to give me my full refund I will not use them again customers are not the priority and they could care less and wouldn’t help any further very disappointed,unhappi happen twice order someth ant driver brought one peac entir meal chicken rice gave chicken reach uber took week respons eat night order would give back refus give full refund use custom prioriti could care le help disappoint,0.3818,Positive,"[('week', 'DATE')]"
127,dnebjecnudvy,NOT GOOD SERVICE AT ALL,https://itunes.apple.com/us/reviews/id1140031211,3.431.10001,1,"Nobody but Uber drivers ask for money and tips and then fill someone type of way when u can’t I have other stuff to handle why should I pay I $15 to take me 9mins away 

They alas I charged me for a ride and cancelled on me right outside of my house took my money and it’s messed up I can’t talk to anyone about it I unsubscribe my Uber pass because there always says I owe then money never telling why 

U guys need to get a customer service team like ASAP I get lost a lot of money dealing with this app but am done!",2020-11-23 15:01:00,"NOT GOOD SERVICE AT ALL Nobody but Uber drivers ask for money and tips and then fill someone type of way when u can’t I have other stuff to handle why should I pay I $15 to take me 9mins away 

They alas I charged me for a ride and cancelled on me right outside of my house took my money and it’s messed up I can’t talk to anyone about it I unsubscribe my Uber pass because there always says I owe then money never telling why 

U guys need to get a customer service team like ASAP I get lost a lot of money dealing with this app but am done!",good servic nobodi uber driver ask money tip fill someon type way u stuff handl pay take away ala charg ride cancel right outsid hous took money mess talk anyon unsubscrib uber pas alway say owe money never tell u guy need get custom servic team like asap get lost lot money deal app done,0.128,Positive,"[('servic', 'NORP')]"
137,E. Modak,Worst App I have ever seen!,https://itunes.apple.com/us/reviews/id191036045,3.431.10001,1,"This App needs more intuitive user operations on allowing what Uber rewards  from the Uber credit card can be redeemed. It seems the App is totally disconnected from the Uber credit card but only focus on getting riders and eaters. There is no direct link or steps on how this App can be associated with the Uber credit card. It is a poor business model, many Uber customers would be disappointed, as a deceiving gimmick!

A Uber credit card user for three years",2020-11-23 21:19:00,"Worst App I have ever seen! This App needs more intuitive user operations on allowing what Uber rewards  from the Uber credit card can be redeemed. It seems the App is totally disconnected from the Uber credit card but only focus on getting riders and eaters. There is no direct link or steps on how this App can be associated with the Uber credit card. It is a poor business model, many Uber customers would be disappointed, as a deceiving gimmick!

A Uber credit card user for three years",worst app ever seen app need intuit user oper allow uber reward uber credit card redeem seem app total disconnect uber credit card focus get rider eater direct link step app associ uber credit card poor busi model mani uber custom would disappoint deceiv gimmick uber credit card user three year,0.7625,Positive,"[('three year', 'DATE')]"
483,Yeee-Haww,Scamming,https://itunes.apple.com/us/reviews/id371870630,3.432.10001,2,How can I be guaranteed that my information will not be shared or that Uber will take responsibility for the scam that recently took place on my account? In the past two months I’ve had to call my bank and order two different cards because Uber decided to charge almost 300 dollars for transactions that did not even appear on my Uber account only on my CC statement. I have not heard from Uber and they have not reached out to offer an explanation or any possible security breach acknowledgment.,2020-11-23 22:50:00,Scamming How can I be guaranteed that my information will not be shared or that Uber will take responsibility for the scam that recently took place on my account? In the past two months I’ve had to call my bank and order two different cards because Uber decided to charge almost 300 dollars for transactions that did not even appear on my Uber account only on my CC statement. I have not heard from Uber and they have not reached out to offer an explanation or any possible security breach acknowledgment.,scam guarante inform share uber take respons scam recent took place account past two month call bank order two differ card uber decid charg almost dollar transact even appear uber account cc statement heard uber reach offer explan possibl secur breach acknowledg,-0.7245,Negative,"[('two month', 'DATE'), ('two', 'CARDINAL'), ('explan possibl', 'PERSON')]"
309,michaelv6789,Login feature does not work,https://itunes.apple.com/us/reviews/id493041983,3.432.10001,1,"The app does not login after I bought a new phone. After I type in my info, it just starts the  process all over again. And yes, my login info is correct. It does the same thing for every login option.",2020-11-24 02:28:00,"Login feature does not work The app does not login after I bought a new phone. After I type in my info, it just starts the  process all over again. And yes, my login info is correct. It does the same thing for every login option.",login featur work app login bought new phone type info start process yes login info correct thing everi login option,0.6249,Positive,[]
272,lizzee_belle,Unnecessary Hassle,https://itunes.apple.com/us/reviews/id277420422,3.432.10001,1,I should not have to go through hoops to update my phone number. For this reason alone I haven’t used Uber in over 2 years. Guess I will continue not to since I refuse to create another account,2020-11-24 15:59:00,Unnecessary Hassle I should not have to go through hoops to update my phone number. For this reason alone I haven’t used Uber in over 2 years. Guess I will continue not to since I refuse to create another account,unnecessari hassl go hoop updat phone number reason alon use uber year guess continu sinc refus creat anoth account,-0.1027,Negative,"[('unnecessari hassl', 'ORG')]"
280,lrrandle,Overcharged too many times. TRASH SERVICE,https://itunes.apple.com/us/reviews/id237091402,3.432.10001,1,"I can understand when Uber tells me my ride will be between 32 and $35 but somehow later we end up with a $52 charge and then the next day it happens again and my credit from the previous issues wasn’t applied!  I’ve been dealing with Uber for a years, and honestly it’s more of a hassle than benefit! I’ll just use Lyft.  I’m just trying to get to work and they’re taxing every chance they get!!",2020-11-24 16:01:00,"Overcharged too many times. TRASH SERVICE I can understand when Uber tells me my ride will be between 32 and $35 but somehow later we end up with a $52 charge and then the next day it happens again and my credit from the previous issues wasn’t applied!  I’ve been dealing with Uber for a years, and honestly it’s more of a hassle than benefit! I’ll just use Lyft.  I’m just trying to get to work and they’re taxing every chance they get!!",overcharg mani time trash servic understand uber tell ride somehow later end charg next day happen credit previous issu appli deal uber year honest hassl benefit use lyft tri get work tax everi chanc get,0.8473,Positive,"[('next day', 'DATE'), ('everi chanc', 'PERSON')]"
260,LaXaJaGrAv,Canceled and charged me,https://itunes.apple.com/us/reviews/id224003863,3.432.10001,1,Uber cancelled a pre scheduled ride for college kid trying to get to airport less than an hour before his scheduled ride. Said he had to add preloaded funds which we did repeatedly. Cancelled again. Poor kid had to beg another student to miss class to take him to the airport. No one to call at uber. No one to help. Made our day very frustrating and stressful. Now trying to get our $25 back from uber.  Shameful.,2020-11-24 17:34:00,Canceled and charged me Uber cancelled a pre scheduled ride for college kid trying to get to airport less than an hour before his scheduled ride. Said he had to add preloaded funds which we did repeatedly. Cancelled again. Poor kid had to beg another student to miss class to take him to the airport. No one to call at uber. No one to help. Made our day very frustrating and stressful. Now trying to get our $25 back from uber.  Shameful.,cancel charg uber cancel pre schedul ride colleg kid tri get airport le hour schedul ride said add preload fund repeat cancel poor kid beg anoth student miss class take airport one call uber one help made day frustrat stress tri get back uber shame,-0.9326,Negative,"[('le hour', 'TIME'), ('one', 'CARDINAL'), ('one', 'CARDINAL')]"
233,kaaaaaaaaaaaitlyn,Wait times are wildly inaccurate,https://itunes.apple.com/us/reviews/id743339178,3.432.10001,3,Your Uber wait time will stick at 1 minute away die 5 minutes. You’d think they would update this as this is one of the most popular apps. Other than that it’s great,2020-11-24 18:19:00,Wait times are wildly inaccurate Your Uber wait time will stick at 1 minute away die 5 minutes. You’d think they would update this as this is one of the most popular apps. Other than that it’s great,wait time wild inaccur uber wait time stick minut away die minut think would updat one popular app great,0.079,Positive,"[('one', 'CARDINAL')]"
66,baily619,Unreliable,https://itunes.apple.com/us/reviews/id1195308007,3.432.10001,2,Extremely unreliable. They’ll say they have cars available and get you to book and then suddenly there’s none available when they charge your card. Still waiting on my charge to come back. Absolutely ridiculous,2020-11-24 18:40:00,Unreliable Extremely unreliable. They’ll say they have cars available and get you to book and then suddenly there’s none available when they charge your card. Still waiting on my charge to come back. Absolutely ridiculous,unreli extrem unreli say car avail get book sudden none avail charg card still wait charg come back absolut ridicul,-0.2732,Negative,"[('unreli extrem', 'PERSON'), ('absolut ridicul', 'PERSON')]"
98,cieaunna,It’s okay,https://itunes.apple.com/us/reviews/id899538715,3.432.10001,2,It’s nice when you need a “quick” ride but lately the app has just been so bad. It crashes constantly and I keep getting drives that are so far out they call to ask me to cancel and then I’m late. I usually order my Uber’s 30 minutes before I need to be somewhere just so I’m not late and even then I’m late.,2020-11-24 20:52:00,It’s okay It’s nice when you need a “quick” ride but lately the app has just been so bad. It crashes constantly and I keep getting drives that are so far out they call to ask me to cancel and then I’m late. I usually order my Uber’s 30 minutes before I need to be somewhere just so I’m not late and even then I’m late.,okay nice need quick ride late app bad crash constant keep get drive far call ask cancel late usual order uber minut need somewher late even late,0.128,Positive,[]
120,dgjfsg,Trash,https://itunes.apple.com/us/reviews/id596758939,3.432.10001,1,Terrible app wish I could give it no stars Lyft is better,2020-11-24 22:10:00,Trash Terrible app wish I could give it no stars Lyft is better,trash terribl app wish could give star lyft better,0.3612,Positive,"[('trash terribl app wish', 'PERSON')]"
259,lattemaniac,Bad faith upfront pricing,https://itunes.apple.com/us/reviews/id576812664,3.432.10001,1,They secretly change your upfront pricing and there’s no way to tell how much it was unless you remember! They’ll secretly charge you more,2020-11-24 22:34:00,Bad faith upfront pricing They secretly change your upfront pricing and there’s no way to tell how much it was unless you remember! They’ll secretly charge you more,bad faith upfront price secret chang upfront price way tell much unless rememb secret charg,-0.1779,Negative,"[('chang upfront', 'PERSON')]"
294,Mary Lavender,Uber ride home,https://itunes.apple.com/us/reviews/id1232274821,3.432.10001,5,"It was raining hard while I waited for the Uber driver for the first time. When he was in front of the store that I work at, he shouted my name so that I knew it was him. My sister called Uber for me to be nice. On the way home, the friendly Uber driver played great music. He showed a lot of pride with his job.  I didn’t have to tell him how to get to my home because he found it with ease. I would use Uber again and I suggest to others that it’s great service.",2020-11-24 23:22:00,"Uber ride home It was raining hard while I waited for the Uber driver for the first time. When he was in front of the store that I work at, he shouted my name so that I knew it was him. My sister called Uber for me to be nice. On the way home, the friendly Uber driver played great music. He showed a lot of pride with his job.  I didn’t have to tell him how to get to my home because he found it with ease. I would use Uber again and I suggest to others that it’s great service.",uber ride home rain hard wait uber driver first time front store work shout name knew sister call uber nice way home friend uber driver play great music show lot pride job tell get home found ea would use uber suggest other great servic,0.9584,Positive,"[('first', 'ORDINAL')]"
135,drewdog666,Screw Uber,https://itunes.apple.com/us/reviews/id163273371,3.432.10001,1,"On November 24, 2020, I landed at PDX and requested an Uber.  From my last fight two weeks ago, only Uber x drivers are allowed to pickup customers at the airport.  If you want to use the regular Uber, they direct you a quarter mile away for pickup.  This is a scam to make you pay for the more expensive Uber driver.  I never use them again.",2020-11-25 11:31:00,"Screw Uber On November 24, 2020, I landed at PDX and requested an Uber.  From my last fight two weeks ago, only Uber x drivers are allowed to pickup customers at the airport.  If you want to use the regular Uber, they direct you a quarter mile away for pickup.  This is a scam to make you pay for the more expensive Uber driver.  I never use them again.",screw uber novemb land pdx request uber last fight two week ago uber x driver allow pickup custom airport want use regular uber direct quarter mile away pickup scam make pay expens uber driver never use,-0.672,Negative,"[('uber novemb land pdx', 'PERSON'), ('two week ago', 'DATE'), ('quarter mile', 'QUANTITY')]"
117,dazanik williams,No help,https://itunes.apple.com/us/reviews/id1220098905,3.432.10001,1,Yesterday I applied $120.00 to a uber gift card at family dollar .I missed work due to not being able to get trip . Pls help,2020-11-25 18:41:00,No help Yesterday I applied $120.00 to a uber gift card at family dollar .I missed work due to not being able to get trip . Pls help,help yesterday appli uber gift card famili dollar miss work due abl get trip pls help,0.807,Positive,"[('yesterday', 'DATE')]"
